MR,Author,Journal,Year,Publication Type,MSC,Citation,Version,Website,Length,Accuracy Score
3638283,"Sambale, B.",J. Math. Soc. Japan,2017,article,20C15 (20C20),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.7.8; 2015, (http://www.gap-system.org).",4.7.8,Yes,107,3
3570125,"Sambale, B.",Proc. Edinb. Math. Soc. (2),2016,article,20D15,"GAP Group, GAP, Groups, Algorithms, and Programming, Version 4.4.12 (2008) (available at www.gap-system.org).",4.4.12,Yes,109,3
3635127,"Sambale, B.",J. Algebra Appl.,2017,article,20D06 (20C15 20C20 20C33),"The GAP Group, GAP–Groups, Algorithms and Programming, Version 4.7.8 (2015), http://www.gap-system.org.",4.7.8,Yes,103,3
3600818,"Sambale, B.",Results Math.,2017,article,20C15 (20C20),"The GAP Group: GAP—Groups, Algorithms, and Programming, Version 4.7.8. http://www.gap-system.org (2015)",4.7.8,Yes,103,3
3707907,"Sambale, B.",Algebr. Represent. Theory,2017,article,20C15 (20C20),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.7.8; 2015, (http://www.gap-system.org)",4.7.8,Yes,106,3
3719863,"Sambale, B.",Bull. Aust. Math. Soc.,2017,article,20G40 (20C15),"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.8.6, 2016, http://www.gap-system.org.",4.8.6,Yes,103,3
3856219,"Sambale, B.",SIGMA Symmetry Integrability Geom. Methods Appl.,2018,article,20C30 (20C08),"GAP – Groups, Algorithms, and Programming, Version 4.8.10, 2018, available at http://www.gap-system.org.",4.8.10,Yes,104,3
3874851,"Sambale, B.",Israel J. Math.,2018,article,20C15 (20C20 20D08),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.8; 2017, http://www.gap-system.org.",4.8.8,Yes,105,3
3992486,"Sambale, B.",Expo. Math.,2019,article,20D20 (20B15 20D60),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.10; 2018. http://www.gap-system.org.",4.8.10,Yes,106,3
4124835,"Sambale, B.",J. Algebra,2020,article,20C15 (20C20),"The GAP Group, GAP – groups, algorithms, and programming, version 4.10.0, 2018, http://www.gap-system.org.",4.10.0,Yes,106,3
4124835,"Sambale, B.",J. Algebra,2020,article,20C15 (20C20),"F. Lübeck, edim - a GAP package, version 1.3.5, 2019, http://www.math.rwth-aachen.de/~Frank.Luebeck/EDIM/index.html.",Package,Yes,116,3
4170669,"Sambale, B.",Rocky Mountain J. Math.,2020,article,20C15 (20C20),"he GAP Group, ""GAP–Groups, Algorithms, and Programming, version 4.10.0"", Available at http://www.gap-system.org.",4.10.0,Yes,112,3
2387584,"Sánchez-García, R.",J. Pure Appl. Algebra,2008,article,19L47 (19K35 46L80 55N91),"The GAP group, GAP—Groups, algorithms, and programming, version 4.4. http://www.gap-system.org, 2004.",4.4,Yes,101,3
2352735,"Sánchez-García, R. J.",J. Lond. Math. Soc. (2),2007,article,19L47 (46L80 55N91),"The GAP Group, GAP—groups, algorithms, and programming, Version 4.4, 2004, http://www.gap-system.org.",4.4,Yes,101,3
1136226,"Sandling, R.",Math. Comp.,1992,article,16S34 (16U60 20C05 20D15 20F05),"A. Niemeyer, W. Nickel, and M. Schönert, GAP, Lehrstuhl D, Mathematik., Rhein.-Westf. Techn. Hochschule, Aachen, 1988.",Unknown,No,118,1
2805183,"Sangroniz, J. and Tent, J.",J. Algebra,2011,article,20D15 (20C15 20E45),"The GAP Group, G.A.P. Groups, Algorithms and Programming, Version 4.4.12, 2008, http://www.gap-system.org.",4.4.12,Yes,106,3
3085021,"Sangroniz, J. and Tent, J.",J. Algebra,2013,article,20D15 (20C15 20E45),"The GAP Group, GAP-groups, algorithms and programming, Version 4.5.6, http://www.gap-system.org, 2012.",4.5.6,Yes,102,3
3328180,"Sankey, A. D.",J. Algebraic Combin.,2015,article,05E30 (05C12 05C22 05C50),"The GAP Group: Gap—Groups, Algorithms, and Programming (Version 4.6.4). http://www.gap-system.org (2013)",4.6.4,Yes,104,3
1728883,"Sarmiento, J.",J. Combin. Des.,2000,article,05B05,"M. Schönert et al., GAP: Groups, Algebra and Programming, Lehrstuhl D für Mathematik, RWTH Aachen, 1992.",Unknown,No,104,1
1939080,"Sarmiento, J. F.",Graphs Combin.,2002,article,05B05,"Schönert, M., et al.: GAP: Groups, Algebra and Programming, Lehrstuhl D für Mathematik. RWTH Aachen 1992",Unknown,No,104,1
2020262,"Sasaki, H.",Algebr. Represent. Theory,2003,article,20J06 (20D08),"GAP: 1999, GAP–Groups, Algorithms, and Programming, Version 4.2. http://www-gap.dcs.st-and.ac.uk/simgap.",4.2,Yes,104,3
3523126,"Savchuk, D. M. and Sidki, S. N.",Geom. Dedicata,2016,article,20E08 (20E22 20F10 22F50),"Muntyan, Y., Savchuk, D.: AutomGrp—GAP Package for Computations in Self-Similar Groups and Semigroups, Version 1.2.4. http://www.gap-system.org/Packages/automgrp.html (2014)",Package,Yes,173,3
2799018,"Sawa, M.",IEEE Trans. Inform. Theory,2010,article,94B05 (05B99 11T71),"""The GAP Group, GAP—Groups, Algorithms, and Programming,"" 2008 [Online]. Available: http://www.gap-system.org. Version 4.4.12",4.4.12,Yes,125,3
4079536,"Sayanjali, Z. and Akhlaghi, Z. and Khosravi, B.",Comm. Algebra,2020,article,20C15,"The GAP, Group. (2016). GAP—Groups, algorithms, and programming, version 4.8.6. http://www.gap-system.org",4.8.6,Yes,105,3
4074590,"Scala, L.",J. Pure Appl. Algebra,2020,article,14F08 (14C05 14N05),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.7.8, http://www.gap-system.org, 2015.",4.7.8,Yes,105,3
3870955,"Schaeffer Fry, A. A. and Taylor, J.",Bull. Lond. Math. Soc.,2018,article,20C15 (20C20 20C33 20D20),"T. Breuer, `CTblLib - a GAP package, version 1.1.3', 2004, http://www.math.rwth-aachen.de/Thomas.Breuer/ctbllib/.",Package,Yes,113,3
3441221,"Schauenburg, P.",Pacific J. Math.,2016,article,20C15 (16T05 18D10),"The GAP Group, GAP: groups, algorithms, and programming, Version 4.7.4, 2014, Available at http://www.gap-system.org.",4.7.4,Yes,117,3
2205227,"Schlage-Puchta, J. and Wolfart, J.",Arch. Math. (Basel),2006,article,20E07 (14H55),"The GAP Group, GAP—Groups, Algorithms, and Programming. http://www.gap-system.org.",Unknown,Yes,82,1
2684419,"Schlage-Puchta, J.",Israel J. Math.,2010,article,20E07,"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.4; 2006. http://www.gap-system.org",4.4,Yes,100,3
1995127,"Schneider, C.",J. Algebra,2003,article,20D15 (20D10),"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.2, Aachen, St. Andrews, 2000, http://www.gap-system.org.",4.2,Yes,122,3
1995127,"Schneider, C.",J. Algebra,2003,article,20D15 (20D10),"G. Havas, M.F. Newman, E.A. O'Brien, ANU p-quotient program, Version 1.4, Available from ftpmaths. anu.edu.au/pub/algebra/PQ, or as part of GAP [6] and Magma [1], 1996.",Package,No,168,2
2169519,"Schneider, C.",Experiment. Math.,2005,article,17B30 (17-08),"The GAP Group. ""GAP - Groups, Algorithms, and Programming, Version 4.4."" Available from World Wide Web (http://www.gap-system.org/), 2004.",4.4,Yes,138,3
2273990,"Schneider, C.",Publ. Math. Debrecen,2006,article,20D15,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4 (Aachen, St Andrews, 2004), http://www.gap-system.org.",4.4,Yes,124,3
2455587,"Schneider, C. and Van Maldeghem, H.",J. Combin. Theory Ser. A,2008,article,20B15 (05B25 05E99 20D06 51E12),"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4, Aachen, St. Andrews, 2004, http://www.gap-system.org.",4.4,Yes,122,3
2796067,"Schneider, C. and Usefi, H.",J. Algebra,2011,article,17B35 (17B30),"B. Eick, Modlsom—a GAP package, version 1.1, May 2009, www-public.tu-bs.de:8080/simbeick/soft/modisom.",Package,Yes,102,3
2796067,"Schneider, C. and Usefi, H.",J. Algebra,2011,article,17B35 (17B30),"The GAP group, GAP—Groups, Algorithms, and Programming, version 4.4.12, 2008, http://www.gap-system.org.",4.4.12,Yes,104,3
3518384,"Schneider, C. and Usefi, H.",Forum Math.,2016,article,17B50 (17B30),"The GAP group, GAP – Groups, Algorithms, and Programming, Version 4.6.2, 2013, http://www.gap-system.org.",4.6.2,Yes,105,3
3723461,"Schönnenbeck, S.",J. Homotopy Relat. Struct.,2017,article,11F75 (11Y16 16E05),"Ellis, G.: HAP—homological algebra programming, a package for the GAP computer algebra system (2013). http://hamilton.nuigalway.ie/Hap/www/",Package,Yes,139,3
3723461,"Schönnenbeck, S.",J. Homotopy Relat. Struct.,2017,article,11F75 (11Y16 16E05),"GAP: GAP—groups, algorithms, and programming, Version 4.8.4. The GAP Group (2016). http://www.gap-system.org",4.8.4,Yes,108,3
1842420,"Seidel, U.",Comm. Algebra,2001,article,16G20,"The GAP Team. GAP—Groups, Algorithms and Programming, Version 4; Lehrstuhl D für Mathematik, Rheinisch Westfälische Hochschule Aachen, BRD and School of Mathematics and Computational Sciences, University of St. Andrews, Scotland, 1998.",Unknown,No,235,1
1813032,"Seress, Á.",Des. Codes Cryptogr.,2001,article,05B05,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.1, Aachen/St Andrews 1999 (URL: http://www-gap.dcs.st-and.ac.uk/simgap).",4.1,Yes,138,3
1468057,"Seress, Á.",Bull. London Math. Soc.,1997,article,20B15,"M. SCHO NERT et al., GAP: groups, algorithms, and programming, Lehrstuhl D fu r Mathematik (RWTH, Aachen, 1992).",Unknown,No,112,1
2861239,"Seress, Á. and Wong, T. and Zhu, X.",Combinatorica,2011,article,20B25 (05E15 05E18 20D06),"The GAP Group: GAP–Groups, Algorithms and Programming, Version 4.4.12, 2008. (http://www.gap-system.org)",4.4.12,Yes,104,3
3000451,"Seress, Á. and Swartz, E.",Ann. Comb.,2012,article,05C25 (20B25),"The GAP Group: GAP—Groups, Algorithms, and Programming, version 4.4.12 (2008) http://www.gap-system.org",4.4.12,Yes,103,3
3052690,"Sezer, M. and Ünlü, Ö.",J. Lie Theory,2012,article,13A50 (13P10),"The GAP Group, GAP Groups, Algorithms, and Programming, Version 4.4.10, (http://www.gap-system.org), (2007).",4.4.10,Yes,108,3
3429263,"Shao, C. and Beltrán, A.",Sci. China Math.,2015,article,20E45 (20D10 20D20 20F28),"The GAP Group. GAP-Groups, Algorithms and Programming. Ver. 4.4.12, 2008. http://www.gap-system.org",4.4.12,Yes,99,3
3708265,"Shareshian, J. and Woodroofe, R.",Pacific J. Math.,2018,article,11N36 (05A10 05E15 11B65 20B30),"""GAP - Groups, Algorithms, and Programming"", version 4.5.5, 2012, available at http://www.gap-system.org/Releases/4.5.5.html.",4.5.5,Yes,125,3
3749484,"Sharma, M. and Kalra, H. and Gumber, D.",J. Algebra Appl.,2018,article,20D45 (20D15),"The GAP Group, GAP — Groups, Algorithms, and Programming, Version 4.4.12 (2008), http://www.gap-system.org.",4.4.12,Yes,107,3
2047637,"Shaska, T.",J. Algebra Appl.,2004,article,14H10 (14D22 14Q05),"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.2; 2000. (http://www.gap-system.org)",4.2,Yes,102,3
2287373,"Shaska, T.",Serdica Math. J.,2006,article,14H10,"The GAP Group. GAP – Groups, Algorithms, and Programming, Version 4.4; 2006, (http://www.gap-system.org).",4.4,Yes,105,3
2287373,"Shaska, T.",Serdica Math. J.,2006,article,14H10,"The GAP Group. GAP – Groups, Algorithms, and Programming, Version 4.4; 2006, package SmallGroups, by E. A. O'Brien, B. Eick, and H. U. Besche (http://www-gap.dcs.st-and.ac.uk/ gap/Packages/sgl.html)",Package,Yes,198,3
4038375,"Shahsavaran, M. and Darafsheh, M. R.",Turkish J. Math.,2019,article,05E18 (20B25 20D60),"The GAP Group. Groups, Algorithms and Programming. Version 4.8.6, 2016; http://www.gap-system.org.",4.8.6,Yes,98,3
2821513,"Shen, Y.",Comm. Algebra,2011,article,13A30 (13H10),"The Gap Group (2008). GAP–Groups, Algorithms, and Programming. Version 4.4.12. http://www.gap-system.org (Accessed April 13, 2011).",4.4.12,Yes,131,3
2945704,"Shen, R.",Comm. Algebra,2012,article,20D60 (20D10 20D15),"The GAP Group, GAP-Groups. (2008). Algorithms and Programming. Vers.4.4.12. http://www.gap-system.org/",4.4.12,Yes,102,3
3592124,"Shen, R. and Zou, X. and Shi, W.",Monatsh. Math.,2017,article,20D45,"Rainbolt, J.G., Gallian, J.A.: Abstract algebra with GAP. Book/Sole, Gengage Learning, Boston (2010)",Unknown,No,100,1
3592124,"Shen, R. and Zou, X. and Shi, W.",Monatsh. Math.,2017,article,20D45,"The GAP Group, GAP-Groups, Algorithms and Programming, Vers.4.4.12 (2008). http://www.gap-system.org/",4.4.12,Yes,101,3
3126266,"Shen, R. and Shi, W. and Shi, J.",Bull. Iranian Math. Soc.,2013,article,20D06,"GAP software, http://www.gap-system.org/.",Unknown,Yes,41,1
4200897,"Shen, J. and Zhou, S.",Front. Math. China,2020,article,05B05 (05B25),"The GAP Group. GAP—Groups, Algorithms, and Programming, Version 4.7.4. 2014, www.gap-system.org+",4.7.4,Yes,96,3
2496002,"Shi, J. and Wang, L.",J. Aust. Math. Soc.,2009,article,20F55 (20D45 20F28 51F15),"A. Hulpke, Homomorphism Search, Module of GAP computer software package available at http://www.gap-system.org.",Package,Yes,111,3
1979499,"Shiina, T.",Tohoku Math. J. (2),2003,article,12F12,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.2, Aachen, St. Andrews, 1999.",4.2,No,95,2
3734339,"Shimada, I.",J. Number Theory,2018,article,11H31 (11H56 94B05),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.7.9, http://www.gap-system.org, 2015.",4.7.9,Yes,105,3
3656352,"Shimada, I.",Math. Proc. Cambridge Philos. Soc.,2017,article,14J28 (11H06 32M05),"The Gap Group. GAP - Groups, Algorithms and Programming. Version 4.7.9 (2015), (http://www.gap-system.org).",4.7.9,Yes,107,3
3635983,"Shimada, I. and Shioda, T.",Manuscripta Math.,2017,article,14J28 (14J25),"The GAP Group: GAP-Groups, Algorithms, and Programming. Version 4.7.9. http://www.gap-system.org (2015)",4.7.9,Yes,103,3
3835563,"Shimada, I.",Michigan Math. J.,2018,article,14J28 (11E81),"The GAP Group, GAP – Groups, Algorithms, and Programming. Version 4.7.9, 2015, langlehttp://www.gap-system.orgrangle.",4.7.9,Yes,117,3
3782230,"Shimada, I.",Eur. J. Math.,2018,article,20C10 (11H06 14C25 14J35),"The GAP Group. GAP—Groups, Algorithms, and Programming. Version 4.7.9 (2015). http://www.gap-system.org",4.7.9,Yes,103,3
3928261,"Shimada, I.",Canad. J. Math.,2019,article,14J28 (14J50),"The GAP Group, GAP - Groups, Algorithms, and Programming. Version 4.7.9; 2015 http://www.gap-system.org.",4.7.9,Yes,104,3
4117504,"Shimada, I.",Ann. Mat. Pura Appl. (4),2020,article,14J28 (14J50 14Q10),"The GAP Group. GAP - Groups, Algorithms, and Programming. Version 4.8.6 (2016). http://www.gap-system.org",4.8.6,Yes,105,3
3541689,"Schulte, E.",J. Algebra,2016,article,20C20 (20C33),"T. Breuer, The GAP character table library, version 1.2.1, GAP package, http://www.math.rwth-aachen.de/~Thomas.Breuer/ctbllib, 2012.",Package,Yes,132,3
3541689,"Schulte, E.",J. Algebra,2016,article,20C20 (20C33),"T. Breuer, Ordinary character tables of defect normalizers in central extensions of sporadic simple groups in GAP, in preparation.",Unknown,No,130,1
3541689,"Schulte, E.",J. Algebra,2016,article,20C20 (20C33),"The GAP Group, GAP – Groups, Algorithms, and Programming, version 4.4.12, http://www.gap-system.org, 2008.",4.4.12,Yes,106,3
2680175,"Schürmann, A.",Adv. Math.,2010,article,11H55 (11H31 52C17),"The GAP group, GAP - Groups, Algorithms, Programming - a system for computational discrete algebra, ver. 4.4, http://www.gap-system.org/.",4.4,Yes,137,3
2440690,"Skotiniotis, M. and Roy, A. and Sanders, B. C.",J. Math. Phys.,2008,article,81P05 (15A66 81P15 81R25),GAP is an open source tool for discrete computational algebra http://www.gap-system.org/.,Unknown,Yes,89,1
2273721,"Siciliano, S.",Comm. Algebra,2006,article,17B05,"The GAP Group. (1999). GAP—Groups, Algorithms, and Programming, Version 4.2; Aachen, St Andrews (http://www-gap.dcs.st-and.ac.uk/ gap)",4.2,Yes,134,3
2300003,"Sikirić, M. D. and Schürmann, A. and Vallentin, F.",Electron. Res. Announc. Amer. Math. Soc.,2007,article,11H55 (11H31),"The GAP Group, GAP — Groups, Algorithms, and Programming, Version 4.4.6; 2005. http://www.gap-system.org.",4.4.6,Yes,105,3
2114680,"Silverberg, A. and Zarhin, Y. G.",J. Number Theory,2005,article,11G10,"GAP—Groups, Algorithms and Programming, computational discrete algebra system, http://www-gap.dcs.st-and.ac.uk/simgap.",Unknown,Yes,118,2
3034486,"Simion, I. I.",J. Algebra,2013,article,20G41 (20E45),"The GAP Group, GAP, Groups, Algorithms, and Programming (Version 4.5.5), http://www.gap-system.org, 2012.",4.5.5,Yes,105,3
3034486,"Simion, I. I.",J. Algebra,2013,article,20G41 (20E45),"I. Simion, ChevalleyAdj (Version 2.7) - GAP Package for Unipotent Elements, http://gr-tes.epfl.ch/simsimion/, 2012.",Package,Yes,115,3
3282118,"Simion, I. I.",J. Pure Appl. Algebra,2015,article,20G41 (20E45),"The GAP Group, Groups, algorithms, and programming (Version 4.5.5), http://www.gap-system.org, 2012.",4.5.5,Yes,100,3
1755428,"Simonis, J.",Discrete Math.,2000,incollection,94B05,"J. Baart, J. Cramwinckel, E. Minkes, E. Roijackers, GUAVA. Department of Pure Mathematics, Delft University of Technology, Delft, the Netherlands (1995). Obtainable through the web page of GAP, http://www-groups.dcs.st-and.ac.uk/simgap/.",Package,Yes,237,3
1755428,"Simonis, J.",Discrete Math.,2000,incollection,94B05,"M. Schönert et al., GAP—Groups, Algorithms, and Programming. Lehrstuhl D für Mathematik, Rheinisch Westfälische Technische Hochschule, Aachen, Germany, 5th edition, 1995, obtainable through the web page http://www-groups.dcs.st-and.ac.uk/simgap/.",Unknown,Yes,246,2
3331914,"Singh, N.",Proc. Indian Acad. Sci. Math. Sci.,2015,article,57Q15 (57R05),"Effenberger F and Spreer J, simpcomp–a GAP toolkit for simplicial complexes, Version 1.5.4 (2011) http://www.igt.uni-stuttgart.de/LstDiffgeo/simpcomp",Package,Yes,149,3
2325920,"Slattery, M. C.",J. Symbolic Comput.,2007,article,20-04 (68W30),"The GAP Group, 2004. GAP-Groups, Algorithms, and Programming, Version 4.4. http://www.gap-system.org.",4.4,Yes,101,3
3017840,"Slattery, M. C. and Zenisek, A. L.",Comment. Math. Univ. Carolin.,2012,article,20N05,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4.12, (2008), (http://www.gap-system.org).",4.4.12,Yes,108,3
3017840,"Slattery, M. C. and Zenisek, A. L.",Comment. Math. Univ. Carolin.,2012,article,20N05,"Nagy G., Vojtěchovský P., LOOPS: Computing with quasigroups and loops in GAP, Version 2.0.0, (2008), (http://www.math.du.edu/loops). 
MR2379126",Package,Yes,143,3
3298668,"Smith, J. D. H.",J. Combin. Des.,2015,article,20N05,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4.12; 2008, http://www.gap-system.org",4.4.12,Yes,103,3
3404474,"Smith, J. P.",Discrete Math.,2016,article,05A05 (05A15 06A07),"GAP. GAP–Groups, Algorithms, and Programming, Version 4.7.4. The GAP Group, 2014. URL http://www.gap-system.org.",4.7.4,Yes,112,3
3100139,"Sodaïgui, B.",Funct. Approx. Comment. Math.,2013,article,11R33 (11R11 11R29),"GAP group, Algorithms and Programming, Version 4.4.9, 2006, http://www.gap-system.org.",4.4.9,Yes,86,2
2228647,"Soicher, L. H.",J. Algebra,2006,article,51E14,"The GAP Group, GAP—Groups, Algorithms, and Programming, version 4.4, http://www.gap-system.org/, 2005.",4.4,Yes,102,3
2228647,"Soicher, L. H.",J. Algebra,2006,article,51E14,"L.H. Soicher, The GRAPE 4.2 Package for GAP 4.4, http://www.maths.qmul.ac.uk/simleonard/grape/, 2003.",Package,Yes,101,3
2652095,"Soicher, L. H.",J. Combin. Theory Ser. A,2010,article,05B05 (05C69 05E30),"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4, 2006, http://www.gap-system.org/.",4.4,Yes,104,3
2652095,"Soicher, L. H.",J. Combin. Theory Ser. A,2010,article,05B05 (05C69 05E30),"L.H. Soicher, The DESIGN package for GAP, Version 1.3, 2006, http://designtheory.org/software/gap_design/.",Package,Yes,106,3
2793224,"Soicher, L. H.",Discrete Math.,2011,article,05B05,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4.12, 2008, http://www.gap-system.org/.",4.4.12,Yes,105,3
2793224,"Soicher, L. H.",Discrete Math.,2011,article,05B05,"L.H. Soicher, The DESIGN package for GAP, Version 1.4, 2009, http://designtheory.org/software/gap_design/.",Package,Yes,106,3
2914781,"Soicher, L. H.",J. Combin. Des.,2012,article,05B15,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4.12, 2008, http://www.gap-system.org",4.4.12,Yes,103,3
2914781,"Soicher, L. H.",J. Combin. Des.,2012,article,05B15,"L. H. Soicher, The DESIGN package for GAP, Version 1.4, 2009, http://designtheory.org/software/gap_design/",Package,Yes,106,3
3272381,"Soicher, L. H.",J. Algebra,2015,article,05C25,"GAP Group, GAP—Groups, Algorithms, and Programming, version 4.7.4, http://www.gap-system.org/, 2014.",4.7.4,Yes,100,3
3272381,"Soicher, L. H.",J. Algebra,2015,article,05C25,"L.H. Soicher, The GRAPE package for GAP, version 4.6.1, http://www.maths.qmul.ac.uk/simleonard/grape/, 2012.",Package,Yes,108,3
3763900,"Soicher, L. H.",Port. Math.,2017,article,20D20 (05E18 20-04 51E14),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.3, 2016, http://www.gap-system.org/",4.8.3,Yes,105,3
3763900,"Soicher, L. H.",Port. Math.,2017,article,20D20 (05E18 20-04 51E14),"L. H. Soicher, The DESIGN package for GAP, Version 1.6, 2011, http://designtheory.org/software/gap_design/",Package,Yes,106,3
3763900,"Soicher, L. H.",Port. Math.,2017,article,20D20 (05E18 20-04 51E14),"L. H. Soicher, The GRAPE package for GAP, Version 4.7, 2016, http://www.maths.qmul.ac.uk/~leonard/grape/",Package,Yes,104,3
3654195,"Soicher, L. H.",Des. Codes Cryptogr.,2017,article,05E30 (05E45),"Soicher L.H.: The GRAPE package for GAP, Version 4.6.1 (2012). http://www.maths.qmul.ac.uk/~leonard/grape/.",Package,Yes,107,3
3654195,"Soicher, L. H.",Des. Codes Cryptogr.,2017,article,05E30 (05E45),"The GAP Group. GAP—Groups, Algorithms, and Programming, Version 4.7.7 (2015). http://www.gap-system.org.",4.7.7,Yes,104,3
2170370,"Sonnino, A.",Australas. J. Combin.,2005,article,51E21,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.3, 2002, (http://www.gap-system.org).",4.3,Yes,103,3
3210196,"Sonnino, A.",Des. Codes Cryptogr.,2014,article,51E20 (20G40),"The GAP Group: GAP—Groups, Algorithms, and Programming, Version 4.5.4. http://www.gap-system.org. (2012)",4.5.4,Yes,104,3
2426896,"Sorge, V. and Colton, S. and McCasland, R. and Meier, A.",Comment. Math. Univ. Carolin.,2008,article,20N05 (68T15 81T05),"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.3, 2002, http://www.gap-system.org.",4.3,Yes,101,3
4082424,"Soroko, I.",Internat. J. Algebra Comput.,2020,article,20E05 (20E07 20F65 57M07),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.10.0 (2018), https://www.gap-system.org.",4.10.0,Yes,108,3
4082424,"Soroko, I.",Internat. J. Algebra Comput.,2020,article,20E05 (20E07 20F65 57M07),"C. Sievers, FGA (Free Group Algorithms) — A GAP package, Version 1.4.0 (2018), http://www.icm.tu-bs.de/ag_algebra/software/FGA.",Package,Yes,127,3
3988939,"Sorouhesh, M. R.",Bull. Iranian Math. Soc.,2019,article,20M05 (20M99),"The GAP Group.: GAP-Groups, Algorithms and programming, Version 4.8.8 (2017). http://www.gapsystem.org",4.8.8,Yes,102,3
2114127,"Sottocornola, N.",J. Differential Equations,2005,article,37C29 (34C37 37C80),"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.3, 2002, http://www.gap-system.org.",4.3,Yes,101,3
1213836,"Souvignier, B.",Math. Comp.,1994,article,20H15 (11E12 20C10 20C40),"M. Schönert (ed.), GAP: groups, algorithms and programming. Manual (version 3.1), Lehrstuhl D für Mathematik, RWTH Aachen, 1992.",3.1,No,128,2
2225761,"Spiga, P.",J. Algebra,2006,article,20B10 (20C15),"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.3; http://www.gap-system.org, 2002.",4.3,Yes,101,3
2526758,"Spiga, P.",Discrete Math.,2009,article,20K10 (05C25),"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4, 2005. http://www.gap-system.org.",4.4,Yes,101,3
2348100,"Spiga, P.",J. Algebraic Combin.,2007,article,20B25 (05C25),"The GAP Group (2005). GAP—groups, algorithms, and programming, version 4.4, http://www.gap-system.org.",4.4,Yes,102,3
2536941,"Spiga, P.",Comm. Algebra,2009,article,20B25 (05C25),"The GAP Group (2005). GAP - Groups, Algorithms, and Programming, Version 4.4; Available at: http://www.gap-system.org.",4.4,Yes,118,3
2976355,"Spiga, P.",Ars Combin.,2012,article,05C25 (20B25),"The GAP Group, GAP Groups, Algorithms, and Programming, Version 4.3; 2002, http://www.gap-system.org.",4.3,Yes,101,3
2976355,"Spiga, P.",Ars Combin.,2012,article,05C25 (20B25),"L.H.Soicher, The GRAPE package for GAP, Version 4.3, 2006, http://www.maths.qmul.ac.uk/simleonard/grape.",Package,Yes,104,3
4120752,"Spiga, P.",Bull. Aust. Math. Soc.,2020,article,20B15 (20C15),"R. Abbott, J. Bray, S. Linton, S. Nickerson, S. Norton, R. Parker, I. Suleiman, J. Tripp, P. Walsh and R. Wilson, AtlasRep—a GAP Package, Version 2.1.0, 2019, available online at http://www.math.rwth-aachen.de/~Thomas.Breuer/atlasrep/doc/manual.pdf.",Package,Yes,249,3
4120752,"Spiga, P.",Bull. Aust. Math. Soc.,2020,article,20B15 (20C15),"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.8.7, 2017, available online at https://www.gap-system.org/Releases/4.8.7.html.",4.8.7,Yes,144,3
3879081,"Spirito, D.",J. Algebra Appl.,2018,article,20M14 (06A07 20M12),"M. Delgado, P. A. Garcia-Sanchez and J. Morais, Numerical Sgps, a package for numerical semigroups, Version 1.0.1, http://www.fc.up.pt/cmup/mdelgado/numericalsgps/, June 2015. Refereed GAP package. 
MR3493240",Package,Yes,208,3
3879081,"Spirito, D.",J. Algebra Appl.,2018,article,20M14 (06A07 20M12),"The GAP Group, GAP — Groups, Algorithms, and Programming, Version 4.8.7, 2017.",4.8.7,No,78,1
3164172,"Spreer, J.",Discrete Comput. Geom.,2014,article,57N10,"Effenberger, F., Spreer, J.: Simpcomp—a GAP toolbox for simplicial complexes. ACM Commun. Comput. Algebra 44(4), 186–189 (2010)",Package,No,127,2
3164172,"Spreer, J.",Discrete Comput. Geom.,2014,article,57N10,"Effenberger, F., Spreer, J.: Simpcomp—a GAP package, version 1.6.1. http://www.igt.uni-stuttgart.de/LstDiffgeo/simpcomp (2013)",Package,Yes,126,3
3164172,"Spreer, J.",Discrete Comput. Geom.,2014,article,57N10,"Effenberger, F., Spreer, J.: Simplicial blowups and discrete normal surfaces in the GAP package simpcomp. ACM Commun. Comput. Algebra 45(3), 173–176 (2011)",Package,No,155,2
