MR,Citation
MR2862555,"M. Neunhöffer, Á. Seress, GAP Package ""recog"", http://www-groups.mcs.st-and.ac.uk/$\sim$neunhoef/ Computer/Software/Gap/recog.html."
MR2483829,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4.10, 2007.http://www.gap-system.org."
MR2494358,"The GAP Group: GAP - groups, algorithms, and programming. Version 4.4.9, 2006. http://www.gap-system.org."
MR2418124,"The GAP Group. GAP Groups, Algorithms, and Programming. Version 4.4. reference manual (St. Andrews, Fife: The GAP Group, 2005). (Available at http://www.gap-system.org.)"
MR3211801,"The GAP Group, GAP–groups, algorithms, and programming, version 4.4, 2004, available at (http://www.gap-system.org)."
MR2100354,"Araújo, I. M., Solomon, A. (2000). Computing with semigroups in GAP—A tutorial. In: Semigroups (Braga, 1999)River Edge, NJ, World Scientific Publishing, pp. 1–18. 
MR1895404"
MR2100354,"The GAP Group, GAP–Groups, Algorithms and Programming, Version 4.2; http://www-gap.dcs.st-and.ac.uk/$\sim$gap (Aachen, St. Andrews, 2002)."
MR2578344,"The GAP Group, 2006. GAP—Groups, Algorithms, and Programming, Version 4.4. http://www.gap-system.org."
MR2738539,"L.H. Soicher, The GRAPE package for GAP, Version 4.3, 2006. http://www.maths.qmul.ac.uk/-leonard/grape/."
MR2738539,"The GAP group, GAP-Groups, Algorithms, and Programming, Version 4.4.12, 2008. http://www.gap-system.org."
MR3358042,"The GAP Group, , GAP–Groups, Algorithms, and Programming, Version 4.4.12, 2008, http://www.gap-system.org."
MR3358042,"L. H. Soicher, The GRAPE package for GAP, Version 4.3, 2006, http://www.maths.qmul.ac.uk/~leonard/grape/."
MR3725240,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.6; 2016. http://www.gap-system.org"
MR3725240,"J. D. Mitchell et al., Semigroups - GAP package, Version 2.6; 2015. Available from: http://www-groups.mcs.st-andrews.ac.uk/~jamesm/semigroups.php"
MR3724696,"A. Distler and J. D. Mitchell. GAP package - smallsemi, v. 0.6.8 (2014). (Available at http://www-groups.mcs.st-andrews.ac.uk/~jamesm/smallsemi.)"
MR3666217,"The GAP Group, GAP – Groups, Algorithms, and Programming, version 4.8.2, x2016, www.gap-system.org."
MR3763896,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.7, 2017, http://www.gap-system.org/"
MR2995039,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4.12, 2008."
MR2995039,"James D. Mitchell, The GAP-package Citrus. Version 0.6, http://www-groups.mcs.st-andrews.ac.uk/$\sim$jamesm/citrus/index.html, 2012."
MR2995039,"Jürgen Müller, Max Neunhöffer, Felix Noeske, The GAP-package orb. Version 4.3, http://www-groups.mcs.st-and.ac.uk/$\sim$neunhoef/ Computer/Software/Gap/orb.html, 2012."
MR3395375,"J. D. Mitchell et al. Semigroups - GAP package, Version 2.4.1. May 2015. http://www-groups.mcs.st-andrews.ac.uk/jamesm/semigroups.php."
MR3430360,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.4.12, 2008."
MR3430360,"L.H. Soicher, The GRAPE package for GAP, Version 4.3, 2006. +http://www.maths.qmul.ac.uk/~leonard/grape/+."
MR3885139,"The GAP Group. GAP – Groups, Algorithms, and Programming, Version 4.6.2, 2013, http://www.gap-system.org"
MR4163065,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.9.1, http://www.gap-system.org/."
MR4196390,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.9.1, http://www.gap-system.org/"
MR2036652,"The GAP Group, GAP—Groups, algorithms, and programming, version 4.3, 2002, http://www.gap-system.org."
MR1970987,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.3, 2002 (http://www.gap-system.org)."
MR2059522,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.3; 2002, http://www.gap-system.org."
MR3482340,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.7.4; 2014, (http://www.gap-system.org)."
MR3482340,"L. H. Soicher, GRAPE—a GAP package, Version 4.6.1; 2012, (http://www.gap-system.org/Packages/grape.html)."
MR3886270,"R. Baart, T. Boothby, J. Cramwinckel, J. Fields, D. Joyner, R. Miller, E. Minkes, E. Roijackers, L. Ruscio, C. Tjhai, GAP package GUAVA, Version 3.1.3, 2016, Available online at http://www.gap-system.org/Packages/guava.html."
MR3886270,"The GAP Group, GAP–Groups, algorithms, and programming, version 4.8.10, 2018, Available online at http://www.gap-system.org."
MR2146450,"The GAP Group: GAP–Groups, Algorithms, and Programming. Version 4.3; 2002, (http://www.gap-system.org)."
MR4203535,"The GAP Group, GAP - groups, algorithms, and programming, version 4.11.0, https://www.gap-system.org, 2020."
MR3904442,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.10.0, 2018, available at https://www.gap-system.org."
MR3986530,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.6, 2016. http://www.gap-system.org."
MR2915451,"The GAP Group. GAP-Groups, Algorithms and programming, Version 4.4 Available from http://www.gap-system.org, 2005."
MR3573365,"The GAP Group: GAP–Groups, Algorithms, and Programming. Availble at: http://www.gap-system.org."
MR3507280,"The GAP Group: `GAP—Groups, algorithms, and programming, version 4.6.4', 2013, http://www.gap-system.org."
MR2188450,"The GAP Group, Aachen, St. Andrews, GAP–Groups, Algorithms, and Programming, version 4.2 (2000), available at http://www.gap-system.org."
MR2763015,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4, 2004, available at (http://www.gap-system.org)."
MR3575975,"M. Alp, A. Odabas, E. O. Uslu and C. D. Wensley, Crossed modules and $\roman{cat}^1$-groups in $\ssf{GAP}$, Version 2.43 Manual for the $\ssf{XMod}$ share package for $\ssf{GAP}4$ (2015), http://www.gap-system.org/packages/xmod.html"
MR3575975,"Z. Arvasi and A. Odabas, Crossed modules of commutative algebras and cat-$^1\roman{algebras}$ in $\ssf{GAP}$, Version 1.12 Manual for the $\ssf{XModAlg}$ share package for $\ssf{GAP}4$ (2015), http://fef.ogu.edu.tr/matbil/aodabas/xmodalg."
MR3575975,"A. Odabas, Crossed modules of algebras with $\ssf{GAP}$, Ph.D. thesis, Osmangazi University (2009)."
MR3575975,"The $\ssf{GAP}$ Group, $\ssf{GAP}$ — Groups, Algorithms, and Programming, Version 4.7.8 (2015), http://www.gap-system.org."
MR3977724,"The GAP (2012). Group. GAP Groups, Algorithms, and Programming, version 4.5. http://www.gap-system.org"
MR2307421,"The GAP Group, GAP Groups, Algorithms, and Programming, Version 4.4.6, (2005), http://www.gap-system.org."
MR3005607,"The GAP Group, GAP—Groups, Algorithms, and Programming, Vers. 4.4.7 (2006); http://www.gap-system.org."
MR3761396,"The GAP Group: GAP—Groups, algorithms, and programming, Version 4.8.8 (2017). https://www.gapsystem.org. Accessed 30 Aug 2017"
MR2176489,"GAP4, Version: 4.3fix4. Available: http://www.gap-system.org."
MR1810841,"M. Schonert et al., GAP: Groups, Algorithms, and Programming, Lehrstuhl D für Mathematik, RWTH Aachen, 1994."
MR2050157,"M. Schonert et al., GAP, Groups, Algorithms and Programming, Lehrstuhl De fur Mathematik, RWTH, Aachen, 1992."
MR2083462,"Schonert M, et al., GAP, Groups, Algorithms and Programming, Lehrstuhl de fur Mathematik, RWTH, Aachen (1992)"
MR2206317,"M. Schonert et al., GAP, Groups, Algorithms and Programming, Lehrstuhl De fur Mathematik, RWTH, Aachen, 1992."
MR2108801,"M. Schonert et al., GAP: Groups, Algorithms and Programming, Version 4.3, Aachen, St Andrews, 2003. (http://www-gap.dcs.st-andrews.ac.uk/$\sim$gap)"
MR3955200,"The GAP Team, Group, GAP-Groups, Algorithms, and Programming, Version 4.5.5, http://www.gap-system.org, 2012."
MR3999087,"The GAP Team, GAP—Groups, Algorithms, and Programming, Version 4.5.5, 2012. http://www.gap-system.org"
MR4165842,"The GAP Group, GAP – Groups, Algorithms, and Programming, https://www.gap-system.org."
MR4142064,"The GAP Team Group. (2012). GAP - Groups, Algorithms, and Programming, Version 4.5.5. http://www.gap-system.org."
MR3063895,"The GAP Group, GAP—Groups, algorithms, and programming, version 4.4; 2004. (http://www.gap-system.org)"
MR3424052,"Delgado, M., García-Sánchez, P.A., Morais, J., 2015. NumericalSgps, a package for numerical semigroups, Version 1.0.1 (Refereed GAP package). http://www.fc.up.pt/cmup/mdelgado/numericalsgps. 
MR3493240"
MR3424052,"The GAP Group, 2014. GAP – Groups, Algorithms, and Programming, Version 4.7.5. http://www.gap-system.org."
MR3550351,"Delgado, M., García-Sánchez, P.A., Morais, J., 2015. ""NumericalSgps"", a GAP package for numerical semigroups. Available via http://www.gap-system.org. 
MR3493240"
MR3550351,"GAP Group, 2014. GAP – groups, algorithms, and programming, version 4.7.5. http://www.gap-system.org."
MR2178086,"Assmann, B., 2003a. Polenta—Polycyclic presentations for matrix groups. A deposited GAP 4 package; see The GAP Group (2004)."
MR2178086,"Assmann, B., Eick, B., 2003. ALNUTH—ALgebraic NUmber THeory and an interface to the KANT system. A refereed GAP 4 package; see The GAP Group (2004)."
MR2178086,"Dekimpe, K., Eick, B., 2000. Aclib—a library of almost crystallographic groups. A refereed GAP 4 package; see The GAP Group (2004)."
MR2178086,"Eick, B., Nickel, W., 2000. Polycyclic—computing with polycyclic groups. A refereed GAP 4 package; see The GAP Group (2004). 
MR1829476"
MR2178086,"The GAP Group, 2004. GAP—Groups, Algorithms and Programming, version 4.4. http://www.gap-system.org."
MR2299794,"B. Assmann. Polenta - Polycyclic presentations for matrix groups, 2006. A refereed GAP 4 package, see [14]."
MR2299794,"The GAP Group. GAP–Groups, Algorithms and Programming. www.gap-system.org, 2006. Centre for Interdisciplinary Research in Computational Algebra (CIRCA), Univer- sity of St Andrews, North Haugh, St Andrews, KY16 9SS Fife, Scotland E-mail address: bjoernmcs.st-and.ac.uk Institut Computational Mathematics, Fachbereich Mathematik und Informatik, Tech- nische Universität Braunschweig, Braunschweig, Germany E-mail address: beicktu-bs.de"
MR2358616,"B. Assmann, Guarana—Applications of Lie methods in computational group theory, 2006, A GAP 4 package, see [23]."
MR2358616,"W. Nickel, NQ, 1998, A refereed GAP 4 package, see [23]."
MR2358616,"The GAP Group, GAP—Groups, algorithms and programming, http://www.gap-system.org, 2006."
MR3095137,"The GAP Group.: Gap—groups, algorithms, and programming, (http://www.gap-system.org) Version 4.4 (2002)"
MR2899926,"The GAP Group. (2008). GAP-Groups, Algorithms, and Programming. Version 4.4.12 Available at http://www.gap-system.org."
MR2949209,"The GAP group, GAP—Groups, Algorithms, and Programming, Version 4.4.12 (2008), http://www.gap-system.org."
MR2748335,"TG Group, GAP - Groups, Algorithms and Programming, version 4.4.10 (2007) Available at http://www.gap-system.org/"
MR2520526,"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.4; 2005 (http://www.gap-system.org)."
MR3851116,"The GAP Group, GAP–Groups, Algorithms, and Programming. Version 4.8.2 (2016). http://www.gap-system.org"
MR2173965,"G. Havas, M.F. Newman, E.A. O'Brien, ANU $p$-Quotient Program (version 1.4); written in C, available as a share library with GAP and as part of Magma, or from http://wwwmaths.anu.edu.au/services/ftp.html, School of Mathematical Sciences, Australian National University, Canberra, 1997."
MR2726572,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4.10, 2007, http://www.gap-system.org."
MR3320863,"GAP: groups, algorithms, and programming, Version 4.4.12, The GAP Group, 2008, available at http://www.gap-system.org."
MR4125845,"F. Effenberger and J. Spreer, simpcomp–GAP toolkit for simplicial complexes, version 1.3.3, (2010), https://simpcomp-team.github.io/simpcomp/."
MR4125845,"The GAP Group, GAP – Groups, Algorithms, and Programming, version 4.8.4, (2016), http://www.gap-system.org."
MR3921334,"The GAP group: GAP - Groups, Algorithms, and Programming. Available at http://www.gap-system.org/"
MR3544422,"H. U. Besche, B. Eick and E. A. O'Brien, The Small Groups Library — a library of groups of small order, (2005); an accepted and refereed GAP 4 package, available also in MAGMA."
MR3544422,"G. Gamble, W. Nickel and E. A. O'Brien, ANU $p$-Quotient — $p$-quotient and $p$-group generation algorithms, (2006); an accepted GAP 4 package, available also in MAGMA."
MR3544422,"The GAP group, GAP — groups, algorithms, and programming — a system for computational discrete algebra, version 4.7.8, Aachen, Braunschweig, Fort Collins, St. Andrews (2015); http://www.gap-system.org."
MR2854847,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4, 2006, http://www.gap-system.org."
MR3283836,"GAP Group 2014. GAP—Groups, Algorithms, and Programming, Version 4.7.4. http://www.gap-system.org."
MR2746050,"The GAP Group, GAP - Groups, Algorithms, and Programming, version 4.4.10. Aachen. St. Andrews, http://www.gap-system. org. 2007."
MR3658506,"A. Bächle and L. Margolis, HeLP – A GAP package for torsion units in integral group rings, preprint (2015), arXiv:1507.08174 [math.RT]. 
MR3820369"
MR3658506,"A. Bächle and L. Margolis, HeLP – Hertweck–Luthar–Passi method, GAP package, Version 2.1 (2015), http://homepages.vub.ac.be/abachle/help/. 
MR3820369"
MR3658506,"The GAP Group, GAP — Groups, Algorithms, and Programming (2015). Version 4.7.8, http://www.gap-system.org."
MR3708050,"A. Bächle and L. Margolis, HeLP – A GAP package for torsion units in integral group rings, submitted, preprint (2015), arXiv:1507.08174 [math.RT]. 
MR3820369"
MR3708050,"A. Bächle and L. Margolis, HeLP – Hertweck–Luthar–Passi method, GAP package, Version 2.2, http://homepages.vub.ac.be/abachle/help/(2015)."
MR3708050,"T. Breuer, The GAP Character Table Library, Version 1.2.1, http://www.math.rwthaachen.de/~Thomas.Breuer/ctbllib, May (2012), GAP package."
MR3708050,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.7.8 (2015), http://www.gap-system.org."
MR3708050,"R. A. Wilson, R. A. Parker, S. Nickerson, J. N. Bray and T. Breuer, AtlasRep, A GAP Interface to the Atlas of Group Representations, Version 1.5, http://www.math.rwthaachen.de/~Thomas.Breuer/atlasrep, July (2011), Refereed GAP package."
MR3715687,"T. Breuer, The GAP character table library, Version 1.2.1, GAP package (available at www.math.rwth-aachen.de/~Thomas.Breuer/ctbllib; 2012)."
MR3715687,"V. Dabbaghian, REPSN – a GAP4 package for constructing representations of finite groups, Version 3.0.2, GAP package (available at www.sfu.ca/~vdabbagh/gap/repsn.html; 2011)."
MR3715687,"GAP Group, GAP – groups, algorithms, and programming, Version 4.7.5 (available at www.gap-system.org; 2014)."
MR3787812,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.8.8; 2017, (http://www.gap-system.org)."
MR3824793,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.3, 2016, http://www.gap-system.org."
MR3894722,"A. Bächle and L. Margolis. HeLP – A GAP-package for torsion units in integral group rings (2016), arXiv:1507.08174v3 [math.RT]. 
cf. MR3820369"
MR3894722,"The GAP Group,. GAP – Groups, Algorithms, and Programming, Version 4.8.6. Available online (http://www.gap-system.org), 2016."
MR4002537,"T. Breuer, The GAP Character Table Library, Version 1.2.1, http://www.math.rwthaachen.de/~Thomas.Breuer/ctbllib, May 2012, {\ssf GAP} package."
MR1829738,"M. Schönert et al., GAP: Groups, Algorithms and Programming, Lehrstuhl D für Mathematik, RWTH Aachen, 1992."
MR3508302,"GAP, (2008). The GAP Group: Groups, Algorithms, and Programming, a system for computational discrete algebra, available at http://www.gap-system.org. Version 4.4.11."
MR3475065,"GAP, The GAP Group: Groups, Algorithms, and Programming, a system for computational discrete algebra (2008), http://www.gap-system.org. Version 4.4.11."
MR3854064,"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.5.7, 2012. (http://www.gap-system.org)"
MR4052374,"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4–5.7, http://www.GAP-system.org (2012)."
MR3759293,"The GAP Group, GAPGroups, algorithms, and programming, version 4.4, 2004. http://www.gap-system.org."
MR4131124,"The GAP Group: GAP-Groups, Algorithms and Programming, version 4.4, available at http://ww.gap-system.org (2005)."
MR2946450,"Effenberger, F., Spreer, J.: simpcomp—A GAP toolkit for simplicial complexes, version 1.5.4 (2011). http://www.igt.uni-stuttgart.de/LstDiffgeo/simpcomp. http://code.google.com/p/simpcomp/"
MR2075257,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.2, Aachen, St Andrews, 1999, http://www.gap-system.org."
MR3935380,"The GAP Group (2015). GAP–Groups, Algorithms, and Programming, Version 4.7.8. Available at: http://www.gap-system.org"
MR4020373,"The GAP Group. Groups, Algorithms and Programing. Version 4.4; 2005; (http://www.gap-system.org)."
